president_year,sentence,label
Estrada-2000,longer fight corruption piecemeal.,
Estrada-2000,need comprehensive approach would reduce opportunities corruption remove needless regulations simplify procedures eradicate need recover electoral expenses corrupt means increase public vigilance deter detect commissions graft reform budget processes improve meritocracy civil service target selected departments agencies cleansing increase efficiency speed catching offenders prosecution stiffen sanctions corruption partnerships private sector support judicial reform make courts part solution rather part problem.,
Estrada-2000,courts allow used refuge scoundrels.,
Estrada-2000,"warn departments agencies government brace themselves, especially consistently listed surveys studies government corruption.",
Estrada-2000,submitting congress urgent bill creating antigraft corruption commission.,
Estrada-2000,bill provide government necessary powers resources combat longfestering cancer society.,
Estrada-2000,also urge congress pass antiracketeering bill antimoney laundering provisions.,
Estrada-2000,"pigilin, supilin, sugpuin graft corruption!",
Estrada-2000,"war graft intensifies, war poverty continues.",
Estrada-2000,"premise effective way eradicating poverty sound, noninflationary growth development.",
Estrada-2000,"this, however, must complemented focused interventions aim directly poverty reduction.",
Estrada-2000,"hence, high priority accorded government agriculture rural areas, education, health, housing, agrarian reform.",
Estrada-2000,"agriculture, momentary dip first quarter percent growth , resumed robust performance .",
Estrada-2000,percent growth second quarter year.,
Estrada-2000,"education, last year constructed thousands new classrooms, provided hundreds thousands new desks, addressed teacher shortage problem, proposed improvements curricula meet global standards local needs.",
Estrada-2000,"partnership private sector, extended assistance students providing access internet.",
Estrada-2000,"health, launched parallel importation program bring market prices medicines drastically make affordable poor.",
Estrada-2000,"period july , , households provided housing units.",
Estrada-2000,represents percent target households sheltered metro manila surrounding provinces.,
Estrada-2000,"agrarian reform, government distributed total , hectares land , farmers.",
Estrada-2000,"continued lay groundwork future growth continuing advances construction completion major roads water supply basins, energizing barangays, .",
Estrada-2000,"percent power, exploitation natural gas fields reduce dependence imported oil.",
Estrada-2000,"implementing clean air act, among others, phasing leaded gasoline metro manila ahead schedule.",
Estrada-2000,"removing massive debris pasig river, including sunken vessels, continue rehabilitation works laguna lake tributaries.",
Estrada-2000,terminated customs valuation surveillance contract sgs.,
Estrada-2000,saved .,
Estrada-2000,billion year fees also exceeded customs collection target .,
Estrada-2000,billion without help.,
Estrada-2000,"pushed passage ecommerce act, thank congress.",
Estrada-2000,makes philippines fourth asian country law.,
Estrada-2000,among countries whose legal systems recognize trade financial transactions shifting away physical paperbased world rapid electronic highways internet.,
Estrada-2000,"external relations, agreed asean leaders advance full establishment asean free trade area.",
Estrada-2000,"continued play active role asiapacific economic cooperation group , asiaeurope meetings , united nations various agencies.",
Estrada-2000,"strengthen bilateral partnerships, visited china, japan, brunei darussalam, chile, argentina past year.",
Estrada-2000,"tonight, leaving official visit united states.",
Estrada-2000,"since last addressed you, economy whole experienced moderate growth, low inflation, low interest rates, strong exports, healthy balance payments, recordhigh international reserves.",
Estrada-2000,", gdp grew .",
Estrada-2000,percent gnp rose .,
Estrada-2000,percent.,
Estrada-2000,"first quarter current year , gdp rose .",
Estrada-2000,percent gnp .,
Estrada-2000,percent.,
Estrada-2000,"spectacular, least would say respectable.",
Estrada-2000,industry sector reversed .,
Estrada-2000,percent decline first quarter last year .,
Estrada-2000,percent rise first quarter year.,
Estrada-2000,inflation rate .,
Estrada-2000,"percent , highly commendable .",
Estrada-2000,percent first semester year.,
Estrada-2000,interest rates remained low.,
Estrada-2000,treasury bill rates stayed percent since last week june .,
Estrada-2000,"correspondingly, commercial bank lending rates also remained soft.",
Estrada-2000,"rise private consumption expenditures, government pulled back pumppriming activities engaged counteract recessionary effects asian crisis.",
Estrada-2000,deficit first five months current year .,
Estrada-2000,"billion, .",
Estrada-2000,billion less last year.,
Estrada-2000,"exports, led electronics semiconductors, reached impressive .",
Estrada-2000,"billion first four months year, .",
Estrada-2000,percent higher period last year.,
Estrada-2000,posted balance trade surplus million first quarter .,
Estrada-2000,"billion whole , reversing multiples million deficit .",
Estrada-2000,"result this, plus remittances overseas filipino workers, gross international reserves reached alltime high .",
Estrada-2000,"billion , expected rise .",
Estrada-2000,billion end year.,
Estrada-2000,recent weaknesses foreign exchange rate peso cannot therefore attributed macroeconomic fundamentals.,
Estrada-2000,fundamentals standards respectable—except refuse see.,
Estrada-2000,"fact, barely two weeks ago, reentered japanese samurai bond market successful bond float around million.",
Estrada-2000,depreciation peso result largely new asian crisis contagion currencies region weakening due political factors strength us economy us dollar.,
Estrada-2000,"peso adjusted accordingly, exports would become less competitive.",
Estrada-2000,"obviously, nervousness potential implications mindanao conflict economy also contributed depreciation peso.",
Estrada-2000,"thus witness paradox strong exports, large external trade payment surpluses, record levels international reserves side side depreciating peso.",
Estrada-2000,"paradox, fact, might harbinger dark clouds coming back.",
Estrada-2000,"brief period recovery financial crisis, asian region suffering mild relapse.",
Estrada-2000,"mentioned, currency exchange rates depreciating.",
Estrada-2000,oil prices gone substantially.,
Estrada-2000,unemployment rising.,
Estrada-2000,investments nervously staying away east asian region whole.,
Estrada-2000,"take long, hard look future, see need long, hard work ahead.",
Estrada-2000,"threat national regional slowdown, must keep working basics which, forgotten, led asian crisis first place.",
Estrada-2000,"must keep pace reforms, particularly improving governance around.",
Estrada-2000,"must confess, however, find faddish word reform weak wimpish.",
Estrada-2000,believe philippine economy needs reforms radical restructuring.,
Estrada-2000,"many asking asian countries, went worse crisis did, actually grew faster rebound.",
Estrada-2000,"one reason recovered higher base, lower one.",
Estrada-2000,"fundamental reason structure philippine economy today inherited past decades import substitution protective policies, aggravated economic mismanagement corruption.",
Estrada-2000,industrial base thin.,
Estrada-2000,"due decades neglect, agricultural productivity low.",
Estrada-2000,population growth rate high.,
Estrada-2000,technology catchup mode.,
Estrada-2000,rectifying decades historical errors lapses take much two years presidency.,
Estrada-2000,"radical restructuring entails modernization economy, physically electronically, make productive, efficient, globally competitive.",
Estrada-2000,"modernization must touch agriculture industry brains hands people, put country squarely path information superhighway, turn links worlds knowledgebased economies one vast global network.",
Estrada-2000,"physically, sunset industries inherited past must yield sunrise industries internet age.",
Estrada-2000,"agriculture must go total technological conversion, education must catch century.",
Estrada-2000,"meantime, must lay basic foundations, infrastructure, enabling modernizations happen.",
Estrada-2000,"fact, infrastructure response longterm shortterm needs.",
Estrada-2000,expected slowdown private consumption investments must counteracted new wave pumppriming.,
Estrada-2000,.,
Estrada-2000,billion official development assistance available.,
Estrada-2000,one billion dollars readily used rehabilitation development mindanao.,
Estrada-2000,attack institutional defects bureaucratic bottlenecks prevented government past utilizing odas.,
Estrada-2000,"its shame bottlenecks, disbursements odafunded projects fell million last year.",
Estrada-2000,also development funds abroad made available provided used major road projects luzon.,
Estrada-2000,seek utilize.,
Estrada-2000,"ask congress pass two vital bills government projects expeditious implementation act, limits supreme court alone power issue temporary restraining orders government projects, act providing measures facilitate acquisition rightofway government infrastructure projects.",
Estrada-2000,"addition, ask approve proposal budget double appropriations foreignassisted projects.",
Estrada-2000,"institutional reforms radical restructurings, plus additional measures mention later, restore increase countrys ability compete investments future.",
Estrada-2000,"build infrastructure, shall build information superhighway.",
Estrada-2000,"fact, instead retracing history fastergrowing countries, decided leapfrog socalled old economy new economy using information technology, including ecommerce, fasttrack productivity competitiveness.",
Estrada-2000,", remaining days presidency, come.",
Estrada-2000,"let share highlights vision future, consists continuities past quantum leaps new beginnings.",
Estrada-2000,economy grow average percent term.,
Estrada-2000,critics say target ambitious lower asian neighbors.,
Estrada-2000,remind growth rate much higher achieved past.,
Estrada-2000,"can, first time, defeat boombust cycle, successor good shot achieving tiger economy growth rates.",
Estrada-2000,could see vice presidents face smiling.,
Estrada-2000,concentrate providing socialized affordable housing poor wage earners.,
